# Force and moment coefficients
# dragDir     : (1.000000e+00 0.000000e+00 0.000000e+00)
# sideDir     : (0.000000e+00 1.000000e+00 0.000000e+00)
# liftDir     : (0.000000e+00 0.000000e+00 1.000000e+00)
# rollAxis    : (1.000000e+00 0.000000e+00 0.000000e+00)
# pitchAxis   : (0.000000e+00 1.000000e+00 0.000000e+00)
# yawAxis     : (0.000000e+00 0.000000e+00 1.000000e+00)
# magUInf     : 2.000000e+01
# lRef        : 1.420000e+00
# Aref        : 7.500000e-01
# CofR        : (7.200000e-01 0.000000e+00 0.000000e+00)
#
# Time        	Cd            	Cd(f)         	Cd(r)         	Cl            	Cl(f)         	Cl(r)         	CmPitch       	CmRoll        	CmYaw         	Cs            	Cs(f)         	Cs(r)         
374           	4.134573e-01	1.915529e-01	2.219044e-01	6.910893e-02	1.933467e-01	-1.242378e-01	1.587923e-01	-1.517572e-02	3.703691e-03	2.203879e-02	1.472308e-02	7.315703e-03
375           	4.136181e-01	1.917442e-01	2.218738e-01	6.913938e-02	1.933978e-01	-1.242584e-01	1.588281e-01	-1.506481e-02	3.730788e-03	2.187895e-02	1.467026e-02	7.208686e-03
376           	4.136550e-01	1.918707e-01	2.217843e-01	6.913020e-02	1.933945e-01	-1.242643e-01	1.588294e-01	-1.495676e-02	3.727363e-03	2.170490e-02	1.457981e-02	7.125085e-03
377           	4.138408e-01	1.920748e-01	2.217659e-01	6.916657e-02	1.934685e-01	-1.243019e-01	1.588852e-01	-1.484554e-02	3.706368e-03	2.153142e-02	1.447208e-02	7.059341e-03
378           	4.138905e-01	1.921880e-01	2.217024e-01	6.910574e-02	1.934395e-01	-1.243338e-01	1.588867e-01	-1.475719e-02	3.653148e-03	2.139842e-02	1.435236e-02	7.046063e-03
379           	4.140922e-01	1.923585e-01	2.217337e-01	6.911083e-02	1.935133e-01	-1.244025e-01	1.589579e-01	-1.468759e-02	3.590863e-03	2.131224e-02	1.424698e-02	7.065258e-03
380           	4.141590e-01	1.924144e-01	2.217445e-01	6.902265e-02	1.935070e-01	-1.244844e-01	1.589957e-01	-1.466507e-02	3.524924e-03	2.129530e-02	1.417257e-02	7.122726e-03
381           	4.143755e-01	1.925030e-01	2.218725e-01	6.893456e-02	1.935572e-01	-1.246227e-01	1.590899e-01	-1.468473e-02	3.466090e-03	2.137916e-02	1.415567e-02	7.223491e-03
382           	4.144450e-01	1.924859e-01	2.219591e-01	6.877683e-02	1.935440e-01	-1.247672e-01	1.591556e-01	-1.473662e-02	3.410690e-03	2.151923e-02	1.417031e-02	7.348927e-03
383           	4.146240e-01	1.924985e-01	2.221254e-01	6.867133e-02	1.935888e-01	-1.249174e-01	1.592531e-01	-1.481347e-02	3.381852e-03	2.172943e-02	1.424657e-02	7.482865e-03
384           	4.146887e-01	1.924204e-01	2.222683e-01	6.847330e-02	1.935508e-01	-1.250775e-01	1.593142e-01	-1.492397e-02	3.365378e-03	2.199105e-02	1.436090e-02	7.630147e-03
385           	4.148639e-01	1.923969e-01	2.224670e-01	6.833642e-02	1.935671e-01	-1.252307e-01	1.593989e-01	-1.503507e-02	3.373505e-03	2.225523e-02	1.450112e-02	7.754110e-03
386           	4.148569e-01	1.922638e-01	2.225931e-01	6.812657e-02	1.934496e-01	-1.253230e-01	1.593863e-01	-1.516462e-02	3.369363e-03	2.253920e-02	1.463896e-02	7.900236e-03
387           	4.149799e-01	1.922410e-01	2.227389e-01	6.806979e-02	1.934766e-01	-1.254068e-01	1.594417e-01	-1.524894e-02	3.386693e-03	2.271658e-02	1.474498e-02	7.971595e-03
388           	4.150369e-01	1.922029e-01	2.228340e-01	6.801934e-02	1.934882e-01	-1.254689e-01	1.594785e-01	-1.531558e-02	3.393844e-03	2.282831e-02	1.480800e-02	8.020311e-03
389           	4.151846e-01	1.922541e-01	2.229304e-01	6.805404e-02	1.935416e-01	-1.254876e-01	1.595146e-01	-1.533814e-02	3.410366e-03	2.284974e-02	1.483524e-02	8.014505e-03
390           	4.152291e-01	1.922673e-01	2.229618e-01	6.802794e-02	1.935290e-01	-1.255011e-01	1.595151e-01	-1.534727e-02	3.402860e-03	2.281774e-02	1.481173e-02	8.006012e-03
391           	4.154018e-01	1.923634e-01	2.230384e-01	6.816110e-02	1.936535e-01	-1.254924e-01	1.595730e-01	-1.533748e-02	3.393791e-03	2.274148e-02	1.476453e-02	7.976948e-03
392           	4.154660e-01	1.923958e-01	2.230702e-01	6.821184e-02	1.936923e-01	-1.254805e-01	1.595864e-01	-1.533718e-02	3.364713e-03	2.265759e-02	1.469351e-02	7.964084e-03
393           	4.155928e-01	1.924646e-01	2.231283e-01	6.830747e-02	1.937736e-01	-1.254662e-01	1.596199e-01	-1.533185e-02	3.348918e-03	2.258284e-02	1.464034e-02	7.942503e-03
394           	4.156381e-01	1.924649e-01	2.231732e-01	6.832301e-02	1.938192e-01	-1.254962e-01	1.596577e-01	-1.535411e-02	3.318796e-03	2.257629e-02	1.460694e-02	7.969348e-03
395           	4.157914e-01	1.925121e-01	2.232794e-01	6.834428e-02	1.939160e-01	-1.255717e-01	1.597438e-01	-1.538365e-02	3.306155e-03	2.261639e-02	1.461435e-02	8.002040e-03
396           	4.157800e-01	1.924548e-01	2.233252e-01	6.821280e-02	1.938636e-01	-1.256508e-01	1.597572e-01	-1.543516e-02	3.295430e-03	2.270234e-02	1.464660e-02	8.055741e-03
397           	4.158587e-01	1.924394e-01	2.234193e-01	6.810041e-02	1.938768e-01	-1.257764e-01	1.598266e-01	-1.548995e-02	3.306880e-03	2.282143e-02	1.471760e-02	8.103835e-03
398           	4.158299e-01	1.923262e-01	2.235037e-01	6.788052e-02	1.938012e-01	-1.259207e-01	1.598609e-01	-1.558871e-02	3.299319e-03	2.302839e-02	1.481351e-02	8.214876e-03
399           	4.158895e-01	1.922644e-01	2.236251e-01	6.769406e-02	1.937629e-01	-1.260689e-01	1.599159e-01	-1.568036e-02	3.310426e-03	2.324223e-02	1.493154e-02	8.310691e-03
400           	4.158100e-01	1.921243e-01	2.236857e-01	6.745206e-02	1.936374e-01	-1.261853e-01	1.599113e-01	-1.578073e-02	3.306479e-03	2.345767e-02	1.503532e-02	8.422358e-03
401           	4.158306e-01	1.920562e-01	2.237744e-01	6.728949e-02	1.936016e-01	-1.263121e-01	1.599568e-01	-1.585910e-02	3.310148e-03	2.363717e-02	1.512873e-02	8.508436e-03
402           	4.157693e-01	1.919331e-01	2.238362e-01	6.708814e-02	1.935132e-01	-1.264251e-01	1.599692e-01	-1.595156e-02	3.283403e-03	2.382786e-02	1.519733e-02	8.630525e-03
403           	4.158063e-01	1.918869e-01	2.239194e-01	6.703401e-02	1.935343e-01	-1.265003e-01	1.600173e-01	-1.601624e-02	3.274625e-03	2.397311e-02	1.526118e-02	8.711928e-03
404           	4.157352e-01	1.917794e-01	2.239559e-01	6.692319e-02	1.934743e-01	-1.265511e-01	1.600127e-01	-1.608825e-02	3.255730e-03	2.410608e-02	1.530877e-02	8.797311e-03
405           	4.157485e-01	1.917164e-01	2.240321e-01	6.693389e-02	1.935135e-01	-1.265796e-01	1.600465e-01	-1.615784e-02	3.251633e-03	2.423559e-02	1.536943e-02	8.866159e-03
406           	4.156955e-01	1.916118e-01	2.240837e-01	6.690599e-02	1.935152e-01	-1.266093e-01	1.600622e-01	-1.623592e-02	3.232765e-03	2.435484e-02	1.541019e-02	8.944655e-03
407           	4.156846e-01	1.915218e-01	2.241628e-01	6.697246e-02	1.935639e-01	-1.265915e-01	1.600777e-01	-1.632048e-02	3.228641e-03	2.449868e-02	1.547798e-02	9.020700e-03
408           	4.155979e-01	1.913838e-01	2.242140e-01	6.699202e-02	1.935702e-01	-1.265782e-01	1.600742e-01	-1.641509e-02	3.224668e-03	2.463415e-02	1.554174e-02	9.092407e-03
409           	4.155967e-01	1.912791e-01	2.243176e-01	6.709448e-02	1.936540e-01	-1.265595e-01	1.601067e-01	-1.651921e-02	3.241556e-03	2.480168e-02	1.564239e-02	9.159281e-03
410           	4.154764e-01	1.911019e-01	2.243745e-01	6.709900e-02	1.936311e-01	-1.265321e-01	1.600816e-01	-1.663627e-02	3.246643e-03	2.497146e-02	1.573237e-02	9.239088e-03
411           	4.154345e-01	1.909582e-01	2.244763e-01	6.718832e-02	1.936803e-01	-1.264920e-01	1.600862e-01	-1.675906e-02	3.265435e-03	2.515595e-02	1.584341e-02	9.312539e-03
412           	4.152936e-01	1.907547e-01	2.245389e-01	6.721407e-02	1.936684e-01	-1.264544e-01	1.600614e-01	-1.689208e-02	3.276900e-03	2.532853e-02	1.594117e-02	9.387365e-03
413           	4.152402e-01	1.905836e-01	2.246566e-01	6.725866e-02	1.936820e-01	-1.264234e-01	1.600527e-01	-1.703645e-02	3.292703e-03	2.553140e-02	1.605840e-02	9.472996e-03
414           	4.150232e-01	1.903277e-01	2.246955e-01	6.724092e-02	1.935839e-01	-1.263429e-01	1.599634e-01	-1.718386e-02	3.292693e-03	2.573137e-02	1.615838e-02	9.572990e-03
415           	4.149530e-01	1.901531e-01	2.247999e-01	6.730434e-02	1.936069e-01	-1.263026e-01	1.599548e-01	-1.732344e-02	3.291865e-03	2.593896e-02	1.626135e-02	9.677618e-03
416           	4.148061e-01	1.899409e-01	2.248652e-01	6.728374e-02	1.935574e-01	-1.262736e-01	1.599155e-01	-1.746215e-02	3.274792e-03	2.611782e-02	1.633370e-02	9.784119e-03
417           	4.147290e-01	1.897722e-01	2.249568e-01	6.732445e-02	1.935538e-01	-1.262294e-01	1.598916e-01	-1.759233e-02	3.257420e-03	2.630319e-02	1.640901e-02	9.894175e-03
418           	4.145519e-01	1.895589e-01	2.249930e-01	6.730686e-02	1.934867e-01	-1.261798e-01	1.598332e-01	-1.771701e-02	3.234666e-03	2.647645e-02	1.647289e-02	1.000356e-02
419           	4.145048e-01	1.894039e-01	2.251009e-01	6.734638e-02	1.935032e-01	-1.261568e-01	1.598300e-01	-1.784852e-02	3.213876e-03	2.668660e-02	1.655718e-02	1.012942e-02
420           	4.143607e-01	1.892070e-01	2.251537e-01	6.730408e-02	1.934417e-01	-1.261376e-01	1.597897e-01	-1.797331e-02	3.200605e-03	2.686868e-02	1.663495e-02	1.023374e-02
421           	4.143175e-01	1.890583e-01	2.252593e-01	6.732390e-02	1.934479e-01	-1.261240e-01	1.597860e-01	-1.810050e-02	3.192060e-03	2.707667e-02	1.673039e-02	1.034627e-02
422           	4.141745e-01	1.888622e-01	2.253123e-01	6.727893e-02	1.933969e-01	-1.261180e-01	1.597575e-01	-1.822502e-02	3.178221e-03	2.727591e-02	1.681618e-02	1.045974e-02
423           	4.141739e-01	1.887522e-01	2.254217e-01	6.729284e-02	1.934126e-01	-1.261197e-01	1.597662e-01	-1.833472e-02	3.167846e-03	2.747101e-02	1.690335e-02	1.056766e-02
424           	4.140422e-01	1.885433e-01	2.254989e-01	6.724014e-02	1.933534e-01	-1.261133e-01	1.597334e-01	-1.847778e-02	3.166831e-03	2.770632e-02	1.701999e-02	1.068633e-02
425           	4.140767e-01	1.884578e-01	2.256189e-01	6.725951e-02	1.933856e-01	-1.261261e-01	1.597558e-01	-1.858057e-02	3.156581e-03	2.788109e-02	1.709713e-02	1.078397e-02
426           	4.139730e-01	1.882804e-01	2.256925e-01	6.718975e-02	1.933159e-01	-1.261261e-01	1.597210e-01	-1.870606e-02	3.140581e-03	2.807409e-02	1.717762e-02	1.089646e-02
427           	4.140496e-01	1.882371e-01	2.258125e-01	6.720873e-02	1.933531e-01	-1.261444e-01	1.597487e-01	-1.878770e-02	3.124386e-03	2.820460e-02	1.722669e-02	1.097791e-02
428           	4.139966e-01	1.881109e-01	2.258857e-01	6.717543e-02	1.933138e-01	-1.261384e-01	1.597261e-01	-1.888741e-02	3.107189e-03	2.833984e-02	1.727711e-02	1.106273e-02
429           	4.141088e-01	1.881112e-01	2.259976e-01	6.722311e-02	1.933784e-01	-1.261553e-01	1.597668e-01	-1.894319e-02	3.100930e-03	2.841474e-02	1.730830e-02	1.110644e-02
430           	4.141089e-01	1.880378e-01	2.260712e-01	6.723214e-02	1.933803e-01	-1.261482e-01	1.597643e-01	-1.901671e-02	3.078788e-03	2.849935e-02	1.732846e-02	1.117089e-02
431           	4.142318e-01	1.880526e-01	2.261792e-01	6.730211e-02	1.934510e-01	-1.261489e-01	1.598000e-01	-1.906331e-02	3.066356e-03	2.855620e-02	1.734446e-02	1.121175e-02
432           	4.142585e-01	1.880150e-01	2.262435e-01	6.731883e-02	1.934690e-01	-1.261502e-01	1.598096e-01	-1.911428e-02	3.051714e-03	2.860466e-02	1.735404e-02	1.125061e-02
433           	4.144205e-01	1.880572e-01	2.263633e-01	6.735902e-02	1.935333e-01	-1.261743e-01	1.598538e-01	-1.915306e-02	3.048222e-03	2.866241e-02	1.737942e-02	1.128298e-02
434           	4.144370e-01	1.880254e-01	2.264116e-01	6.732778e-02	1.935134e-01	-1.261856e-01	1.598495e-01	-1.919311e-02	3.033000e-03	2.872150e-02	1.739375e-02	1.132775e-02
435           	4.145952e-01	1.880833e-01	2.265118e-01	6.739295e-02	1.936093e-01	-1.262164e-01	1.599128e-01	-1.921424e-02	3.025577e-03	2.876481e-02	1.740798e-02	1.135683e-02
436           	4.146528e-01	1.881059e-01	2.265468e-01	6.738337e-02	1.936327e-01	-1.262494e-01	1.599411e-01	-1.922045e-02	3.011372e-03	2.876368e-02	1.739321e-02	1.137047e-02
437           	4.148061e-01	1.881883e-01	2.266178e-01	6.742436e-02	1.937009e-01	-1.262766e-01	1.599888e-01	-1.921475e-02	3.001902e-03	2.876274e-02	1.738327e-02	1.137947e-02
438           	4.148438e-01	1.882224e-01	2.266214e-01	6.739975e-02	1.936961e-01	-1.262964e-01	1.599962e-01	-1.919947e-02	2.979334e-03	2.872889e-02	1.734378e-02	1.138511e-02
439           	4.150305e-01	1.883457e-01	2.266848e-01	6.741254e-02	1.937715e-01	-1.263590e-01	1.600653e-01	-1.916953e-02	2.961697e-03	2.868327e-02	1.730333e-02	1.137994e-02
440           	4.150606e-01	1.884325e-01	2.266281e-01	6.742843e-02	1.937749e-01	-1.263464e-01	1.600606e-01	-1.909779e-02	2.930921e-03	2.853095e-02	1.719640e-02	1.133455e-02
441           	4.152366e-01	1.885914e-01	2.266452e-01	6.748137e-02	1.938608e-01	-1.263794e-01	1.601201e-01	-1.902692e-02	2.909094e-03	2.840353e-02	1.711086e-02	1.129267e-02
442           	4.152704e-01	1.886884e-01	2.265820e-01	6.745072e-02	1.938551e-01	-1.264044e-01	1.601297e-01	-1.894678e-02	2.880120e-03	2.825313e-02	1.700669e-02	1.124645e-02
443           	4.154157e-01	1.888351e-01	2.265806e-01	6.748703e-02	1.939206e-01	-1.264336e-01	1.601771e-01	-1.887276e-02	2.862877e-03	2.813649e-02	1.693112e-02	1.120537e-02
444           	4.154386e-01	1.889222e-01	2.265164e-01	6.744489e-02	1.939090e-01	-1.264641e-01	1.601866e-01	-1.879711e-02	2.841646e-03	2.799181e-02	1.683755e-02	1.115426e-02
445           	4.155693e-01	1.890603e-01	2.265090e-01	6.744282e-02	1.939535e-01	-1.265107e-01	1.602321e-01	-1.872437e-02	2.831587e-03	2.787505e-02	1.676911e-02	1.110594e-02
446           	4.155507e-01	1.891225e-01	2.264282e-01	6.737293e-02	1.939110e-01	-1.265380e-01	1.602245e-01	-1.865284e-02	2.811652e-03	2.775467e-02	1.668899e-02	1.106568e-02
447           	4.156784e-01	1.892615e-01	2.264169e-01	6.737331e-02	1.939608e-01	-1.265875e-01	1.602742e-01	-1.857774e-02	2.810343e-03	2.765156e-02	1.663612e-02	1.101544e-02
448           	4.156991e-01	1.893552e-01	2.263439e-01	6.731435e-02	1.939448e-01	-1.266304e-01	1.602876e-01	-1.849433e-02	2.810483e-03	2.751430e-02	1.656763e-02	1.094667e-02
449           	4.158087e-01	1.895061e-01	2.263027e-01	6.731036e-02	1.939783e-01	-1.266679e-01	1.603231e-01	-1.839829e-02	2.823898e-03	2.736208e-02	1.650494e-02	1.085714e-02
450           	4.158104e-01	1.896025e-01	2.262079e-01	6.724460e-02	1.939404e-01	-1.266958e-01	1.603181e-01	-1.830267e-02	2.818882e-03	2.719708e-02	1.641742e-02	1.077966e-02
451           	4.159316e-01	1.897531e-01	2.261785e-01	6.725777e-02	1.939811e-01	-1.267233e-01	1.603522e-01	-1.821267e-02	2.823591e-03	2.705759e-02	1.635239e-02	1.070521e-02
452           	4.159300e-01	1.898751e-01	2.260549e-01	6.722357e-02	1.939456e-01	-1.267220e-01	1.603338e-01	-1.808987e-02	2.826502e-03	2.684069e-02	1.624685e-02	1.059385e-02
453           	4.160507e-01	1.900302e-01	2.260205e-01	6.725835e-02	1.939965e-01	-1.267382e-01	1.603673e-01	-1.799512e-02	2.831500e-03	2.669500e-02	1.617900e-02	1.051600e-02
454           	4.160622e-01	1.901777e-01	2.258845e-01	6.724132e-02	1.939806e-01	-1.267393e-01	1.603599e-01	-1.785338e-02	2.818733e-03	2.644640e-02	1.604193e-02	1.040447e-02
455           	4.161877e-01	1.903419e-01	2.258459e-01	6.729214e-02	1.940408e-01	-1.267487e-01	1.603947e-01	-1.775199e-02	2.810053e-03	2.628804e-02	1.595407e-02	1.033397e-02
456           	4.161948e-01	1.904840e-01	2.257108e-01	6.730069e-02	1.940407e-01	-1.267400e-01	1.603904e-01	-1.761343e-02	2.797200e-03	2.604166e-02	1.581803e-02	1.022363e-02
457           	4.163287e-01	1.906403e-01	2.256884e-01	6.733554e-02	1.940988e-01	-1.267633e-01	1.604311e-01	-1.752405e-02	2.794867e-03	2.590186e-02	1.574579e-02	1.015606e-02
458           	4.163095e-01	1.907234e-01	2.255861e-01	6.730509e-02	1.940665e-01	-1.267614e-01	1.604139e-01	-1.743140e-02	2.781978e-03	2.574294e-02	1.565345e-02	1.008949e-02
459           	4.164061e-01	1.908507e-01	2.255555e-01	6.733449e-02	1.941230e-01	-1.267885e-01	1.604557e-01	-1.735238e-02	2.771536e-03	2.563475e-02	1.558891e-02	1.004584e-02
460           	4.164096e-01	1.909175e-01	2.254921e-01	6.730125e-02	1.941197e-01	-1.268185e-01	1.604691e-01	-1.728731e-02	2.760787e-03	2.553497e-02	1.552827e-02	1.000670e-02
461           	4.165043e-01	1.910292e-01	2.254751e-01	6.733560e-02	1.941866e-01	-1.268510e-01	1.605188e-01	-1.722297e-02	2.768033e-03	2.545060e-02	1.549334e-02	9.957269e-03
462           	4.164872e-01	1.910522e-01	2.254350e-01	6.728803e-02	1.941716e-01	-1.268836e-01	1.605276e-01	-1.719141e-02	2.756367e-03	2.542488e-02	1.546881e-02	9.956073e-03
463           	4.165777e-01	1.911240e-01	2.254536e-01	6.730848e-02	1.942334e-01	-1.269249e-01	1.605791e-01	-1.716480e-02	2.752945e-03	2.542312e-02	1.546451e-02	9.958617e-03
464           	4.165567e-01	1.911339e-01	2.254227e-01	6.725608e-02	1.942077e-01	-1.269517e-01	1.605797e-01	-1.714440e-02	2.744348e-03	2.540267e-02	1.544568e-02	9.956988e-03
465           	4.166238e-01	1.912005e-01	2.254233e-01	6.727249e-02	1.942547e-01	-1.269822e-01	1.606185e-01	-1.711140e-02	2.744669e-03	2.537445e-02	1.543190e-02	9.942558e-03
466           	4.166250e-01	1.912289e-01	2.253962e-01	6.726283e-02	1.942715e-01	-1.270087e-01	1.606401e-01	-1.708366e-02	2.736144e-03	2.534072e-02	1.540651e-02	9.934217e-03
467           	4.167088e-01	1.912952e-01	2.254135e-01	6.730724e-02	1.943381e-01	-1.270309e-01	1.606845e-01	-1.705914e-02	2.736579e-03	2.533454e-02	1.540385e-02	9.930693e-03
468           	4.167109e-01	1.913237e-01	2.253873e-01	6.731787e-02	1.943647e-01	-1.270468e-01	1.607057e-01	-1.703180e-02	2.740841e-03	2.528708e-02	1.538438e-02	9.902698e-03
469           	4.168057e-01	1.913859e-01	2.254198e-01	6.738980e-02	1.944554e-01	-1.270656e-01	1.607605e-01	-1.701697e-02	2.749511e-03	2.527666e-02	1.538784e-02	9.888820e-03
470           	4.167779e-01	1.913656e-01	2.254123e-01	6.741176e-02	1.944675e-01	-1.270557e-01	1.607616e-01	-1.702337e-02	2.754628e-03	2.529331e-02	1.540128e-02	9.892026e-03
471           	4.168535e-01	1.913661e-01	2.254874e-01	6.749532e-02	1.945496e-01	-1.270543e-01	1.608019e-01	-1.706067e-02	2.758358e-03	2.540035e-02	1.545853e-02	9.941817e-03
472           	4.168326e-01	1.913241e-01	2.255086e-01	6.756762e-02	1.945973e-01	-1.270297e-01	1.608135e-01	-1.709223e-02	2.782079e-03	2.548393e-02	1.552404e-02	9.959884e-03
473           	4.169105e-01	1.913072e-01	2.256034e-01	6.765314e-02	1.946883e-01	-1.270351e-01	1.608617e-01	-1.714809e-02	2.796509e-03	2.562618e-02	1.560960e-02	1.001658e-02
474           	4.168766e-01	1.912404e-01	2.256361e-01	6.769590e-02	1.947139e-01	-1.270180e-01	1.608659e-01	-1.719787e-02	2.808504e-03	2.574283e-02	1.567992e-02	1.006291e-02
475           	4.169620e-01	1.912274e-01	2.257345e-01	6.780694e-02	1.948224e-01	-1.270155e-01	1.609190e-01	-1.725354e-02	2.818147e-03	2.588906e-02	1.576268e-02	1.012638e-02
476           	4.169523e-01	1.911701e-01	2.257822e-01	6.785196e-02	1.948526e-01	-1.270007e-01	1.609266e-01	-1.730609e-02	2.833938e-03	2.600864e-02	1.583826e-02	1.017038e-02
477           	4.170389e-01	1.911550e-01	2.258838e-01	6.794363e-02	1.949357e-01	-1.269920e-01	1.609639e-01	-1.736440e-02	2.847516e-03	2.615944e-02	1.592723e-02	1.023220e-02
478           	4.170389e-01	1.911028e-01	2.259361e-01	6.798763e-02	1.949688e-01	-1.269812e-01	1.609750e-01	-1.741662e-02	2.855993e-03	2.628673e-02	1.599936e-02	1.028737e-02
479           	4.171646e-01	1.911027e-01	2.260619e-01	6.808647e-02	1.950675e-01	-1.269811e-01	1.610243e-01	-1.747964e-02	2.853723e-03	2.645671e-02	1.608208e-02	1.037463e-02
480           	4.171890e-01	1.910588e-01	2.261302e-01	6.815700e-02	1.951181e-01	-1.269611e-01	1.610396e-01	-1.753567e-02	2.862531e-03	2.659491e-02	1.615999e-02	1.043492e-02
481           	4.173205e-01	1.910679e-01	2.262526e-01	6.828281e-02	1.952423e-01	-1.269594e-01	1.611009e-01	-1.759234e-02	2.869101e-03	2.674687e-02	1.624254e-02	1.050434e-02
482           	4.173486e-01	1.910182e-01	2.263303e-01	6.834377e-02	1.952767e-01	-1.269330e-01	1.611048e-01	-1.765605e-02	2.874688e-03	2.691539e-02	1.633238e-02	1.058301e-02
483           	4.174840e-01	1.910218e-01	2.264623e-01	6.847506e-02	1.953972e-01	-1.269222e-01	1.611597e-01	-1.772024e-02	2.872699e-03	2.707881e-02	1.641210e-02	1.066671e-02
484           	4.175379e-01	1.909804e-01	2.265575e-01	6.855665e-02	1.954647e-01	-1.269081e-01	1.611864e-01	-1.778852e-02	2.873510e-03	2.723856e-02	1.649279e-02	1.074577e-02
485           	4.176700e-01	1.909926e-01	2.266774e-01	6.869931e-02	1.955872e-01	-1.268879e-01	1.612376e-01	-1.784243e-02	2.880934e-03	2.737112e-02	1.656649e-02	1.080463e-02
486           	4.176973e-01	1.909359e-01	2.267615e-01	6.875920e-02	1.956245e-01	-1.268653e-01	1.612449e-01	-1.791280e-02	2.881537e-03	2.752238e-02	1.664273e-02	1.087965e-02
487           	4.178200e-01	1.909423e-01	2.268777e-01	6.892397e-02	1.957686e-01	-1.268446e-01	1.613066e-01	-1.796769e-02	2.881797e-03	2.764499e-02	1.670429e-02	1.094070e-02
488           	4.178733e-01	1.909073e-01	2.269659e-01	6.897481e-02	1.958211e-01	-1.268463e-01	1.613337e-01	-1.802931e-02	2.882499e-03	2.774722e-02	1.675611e-02	1.099111e-02
489           	4.179582e-01	1.909069e-01	2.270513e-01	6.910277e-02	1.959173e-01	-1.268146e-01	1.613660e-01	-1.807217e-02	2.882313e-03	2.782313e-02	1.679388e-02	1.102925e-02
490           	4.179719e-01	1.908380e-01	2.271340e-01	6.912219e-02	1.959333e-01	-1.268111e-01	1.613722e-01	-1.814799e-02	2.875879e-03	2.794526e-02	1.684851e-02	1.109675e-02
491           	4.180477e-01	1.908247e-01	2.272230e-01	6.926456e-02	1.960439e-01	-1.267793e-01	1.614116e-01	-1.819915e-02	2.880670e-03	2.803075e-02	1.689604e-02	1.113471e-02
492           	4.180600e-01	1.907372e-01	2.273228e-01	6.922895e-02	1.960321e-01	-1.268032e-01	1.614176e-01	-1.829281e-02	2.882162e-03	2.816392e-02	1.696412e-02	1.119980e-02
493           	4.181054e-01	1.907130e-01	2.273925e-01	6.933276e-02	1.961010e-01	-1.267682e-01	1.614346e-01	-1.833973e-02	2.891292e-03	2.823022e-02	1.700640e-02	1.122382e-02
494           	4.180788e-01	1.905916e-01	2.274872e-01	6.929331e-02	1.960827e-01	-1.267894e-01	1.614360e-01	-1.844782e-02	2.899016e-03	2.837826e-02	1.708815e-02	1.129011e-02
495           	4.180879e-01	1.905359e-01	2.275521e-01	6.935384e-02	1.961151e-01	-1.267613e-01	1.614382e-01	-1.850811e-02	2.909761e-03	2.847440e-02	1.714696e-02	1.132744e-02
496           	4.180332e-01	1.903910e-01	2.276422e-01	6.930306e-02	1.960879e-01	-1.267849e-01	1.614364e-01	-1.862558e-02	2.945220e-03	2.864178e-02	1.726611e-02	1.137567e-02
497           	4.180279e-01	1.903270e-01	2.277009e-01	6.936127e-02	1.961185e-01	-1.267572e-01	1.614378e-01	-1.868698e-02	2.970581e-03	2.873829e-02	1.733973e-02	1.139857e-02
498           	4.179403e-01	1.901492e-01	2.277910e-01	6.923308e-02	1.960367e-01	-1.268036e-01	1.614202e-01	-1.882092e-02	2.998808e-03	2.894471e-02	1.747116e-02	1.147355e-02
499           	4.179166e-01	1.900700e-01	2.278466e-01	6.927233e-02	1.960499e-01	-1.267776e-01	1.614138e-01	-1.888826e-02	3.016531e-03	2.905833e-02	1.754570e-02	1.151264e-02
500           	4.178002e-01	1.898920e-01	2.279082e-01	6.917071e-02	1.959746e-01	-1.268039e-01	1.613892e-01	-1.900810e-02	3.057670e-03	2.923322e-02	1.767428e-02	1.155894e-02
