# Solver information
# Time        	U_solver      	Ux_initial    	Ux_final      	Ux_iters      	Uy_initial    	Uy_final      	Uy_iters      	Uz_initial    	Uz_final      	Uz_iters      	U_converged   	p_solver      	p_initial     	p_final       	p_iters       	p_converged   
318           	smoothSolver	1.116430e-04	9.752170e-06	7	2.631000e-03	2.464420e-04	6	2.409380e-03	2.225700e-04	6	false	GAMG	1.322970e-03	5.428430e-06	4	true
319           	smoothSolver	1.127810e-04	9.836810e-06	7	2.670680e-03	2.514470e-04	6	2.444220e-03	2.245410e-04	6	false	GAMG	1.334650e-03	1.322510e-05	3	true
320           	smoothSolver	1.120770e-04	9.746100e-06	7	2.650390e-03	2.473330e-04	6	2.442910e-03	2.219660e-04	6	false	GAMG	1.352180e-03	5.445490e-06	4	true
321           	smoothSolver	1.133040e-04	9.851670e-06	7	2.693620e-03	2.515400e-04	6	2.476950e-03	2.241100e-04	6	false	GAMG	1.368740e-03	1.356530e-05	3	true
322           	smoothSolver	1.133440e-04	9.885520e-06	7	2.689850e-03	2.485710e-04	6	2.480530e-03	2.198250e-04	6	false	GAMG	1.385700e-03	5.388610e-06	4	true
323           	smoothSolver	1.152480e-04	9.993070e-06	7	2.732470e-03	2.515900e-04	6	2.509530e-03	2.217150e-04	6	false	GAMG	1.395980e-03	1.364230e-05	3	true
324           	smoothSolver	1.147090e-04	9.959170e-06	7	2.714020e-03	2.479890e-04	6	2.488110e-03	2.172400e-04	6	false	GAMG	1.411070e-03	5.347350e-06	4	true
325           	smoothSolver	1.163820e-04	1.002090e-05	7	2.745550e-03	2.519740e-04	6	2.520820e-03	2.202950e-04	6	false	GAMG	1.415790e-03	1.377030e-05	3	true
326           	smoothSolver	1.154920e-04	9.918740e-06	7	2.719260e-03	2.492460e-04	6	2.503920e-03	2.172590e-04	6	false	GAMG	1.424410e-03	5.341830e-06	4	true
327           	smoothSolver	1.162400e-04	9.886280e-06	7	2.748030e-03	2.541770e-04	6	2.520060e-03	2.202640e-04	6	false	GAMG	1.428590e-03	1.418330e-05	3	true
328           	smoothSolver	1.148580e-04	9.707380e-06	7	2.717580e-03	2.512320e-04	6	2.495830e-03	2.173850e-04	6	false	GAMG	1.434640e-03	5.541120e-06	4	true
329           	smoothSolver	1.155050e-04	9.682500e-06	7	2.745070e-03	2.559110e-04	6	2.512410e-03	2.212250e-04	6	false	GAMG	1.432020e-03	5.346620e-06	4	true
330           	smoothSolver	1.140020e-04	9.534350e-06	7	2.724550e-03	2.539370e-04	6	2.507210e-03	2.206310e-04	6	false	GAMG	1.428860e-03	5.524080e-06	4	true
331           	smoothSolver	1.132360e-04	9.397810e-06	7	2.710530e-03	2.527030e-04	6	2.496480e-03	2.216490e-04	6	false	GAMG	1.419440e-03	5.659940e-06	4	true
332           	smoothSolver	1.118820e-04	9.279580e-06	7	2.687390e-03	2.511770e-04	6	2.485080e-03	2.210540e-04	6	false	GAMG	1.406800e-03	5.700130e-06	4	true
333           	smoothSolver	1.104180e-04	9.067530e-06	7	2.668680e-03	2.486310e-04	6	2.458020e-03	2.193570e-04	6	false	GAMG	1.392240e-03	5.678440e-06	4	true
334           	smoothSolver	1.090260e-04	8.941010e-06	7	2.640260e-03	2.459550e-04	6	2.438980e-03	2.179020e-04	6	false	GAMG	1.370680e-03	5.655330e-06	4	true
335           	smoothSolver	1.078790e-04	8.804960e-06	7	2.610680e-03	2.429430e-04	6	2.403300e-03	2.152510e-04	6	false	GAMG	1.350280e-03	5.559870e-06	4	true
336           	smoothSolver	1.065440e-04	8.756540e-06	7	2.572010e-03	2.396950e-04	6	2.371720e-03	2.144260e-04	6	false	GAMG	1.327120e-03	5.464940e-06	4	true
337           	smoothSolver	1.055320e-04	8.686340e-06	7	2.533930e-03	2.358070e-04	6	2.337550e-03	2.117400e-04	6	false	GAMG	1.313640e-03	5.411090e-06	4	true
338           	smoothSolver	1.046860e-04	8.730000e-06	7	2.506460e-03	2.336700e-04	6	2.315170e-03	2.100340e-04	6	false	GAMG	1.295200e-03	5.329890e-06	4	true
339           	smoothSolver	1.039100e-04	8.716690e-06	7	2.476290e-03	2.304300e-04	6	2.281060e-03	2.063860e-04	6	false	GAMG	1.286190e-03	5.273930e-06	4	true
340           	smoothSolver	1.032690e-04	8.729910e-06	7	2.448610e-03	2.286430e-04	6	2.260330e-03	2.038760e-04	6	false	GAMG	1.284450e-03	5.179530e-06	4	true
341           	smoothSolver	1.031600e-04	8.681300e-06	7	2.429790e-03	2.265120e-04	6	2.245210e-03	2.021850e-04	6	false	GAMG	1.283640e-03	5.106290e-06	4	true
342           	smoothSolver	1.022980e-04	8.707700e-06	7	2.411470e-03	2.259310e-04	6	2.228640e-03	2.010870e-04	6	false	GAMG	1.283650e-03	5.044230e-06	4	true
343           	smoothSolver	1.025090e-04	8.738410e-06	7	2.403870e-03	2.258610e-04	6	2.216610e-03	2.010570e-04	6	false	GAMG	1.277930e-03	4.963490e-06	4	true
344           	smoothSolver	1.019660e-04	8.799510e-06	7	2.381900e-03	2.273200e-04	6	2.207270e-03	2.032660e-04	6	false	GAMG	1.271110e-03	4.935980e-06	4	true
345           	smoothSolver	1.017430e-04	8.841690e-06	7	2.374890e-03	2.283050e-04	6	2.200210e-03	2.051430e-04	6	false	GAMG	1.270330e-03	4.948510e-06	4	true
346           	smoothSolver	1.018640e-04	8.914510e-06	7	2.371500e-03	2.289630e-04	6	2.204000e-03	2.071420e-04	6	false	GAMG	1.269110e-03	5.012950e-06	4	true
347           	smoothSolver	1.021890e-04	8.907810e-06	7	2.372150e-03	2.286080e-04	6	2.199560e-03	2.076450e-04	6	false	GAMG	1.264700e-03	5.051250e-06	4	true
348           	smoothSolver	1.014710e-04	8.807680e-06	7	2.356910e-03	2.267240e-04	6	2.182240e-03	2.062210e-04	6	false	GAMG	1.266410e-03	5.173770e-06	4	true
349           	smoothSolver	1.015800e-04	8.720390e-06	7	2.346850e-03	2.242610e-04	6	2.173300e-03	2.051130e-04	6	false	GAMG	1.267820e-03	5.199140e-06	4	true
350           	smoothSolver	1.014370e-04	8.660360e-06	7	2.338070e-03	2.231290e-04	6	2.168180e-03	2.035740e-04	6	false	GAMG	1.268030e-03	5.237360e-06	4	true
351           	smoothSolver	1.007480e-04	8.476400e-06	7	2.325020e-03	2.193910e-04	6	2.150750e-03	2.009780e-04	6	false	GAMG	1.267200e-03	5.151760e-06	4	true
352           	smoothSolver	1.005050e-04	8.381120e-06	7	2.310550e-03	2.163220e-04	6	2.144770e-03	1.987020e-04	6	false	GAMG	1.266830e-03	5.088650e-06	4	true
353           	smoothSolver	1.002620e-04	8.288680e-06	7	2.297950e-03	2.126070e-04	6	2.130740e-03	1.952030e-04	6	false	GAMG	1.261590e-03	4.876550e-06	4	true
354           	smoothSolver	9.931350e-05	8.216480e-06	7	2.277660e-03	2.092610e-04	6	2.110720e-03	1.910570e-04	6	false	GAMG	1.259300e-03	4.726440e-06	4	true
355           	smoothSolver	9.895920e-05	8.185030e-06	7	2.262510e-03	2.049600e-04	6	2.087470e-03	1.871220e-04	6	false	GAMG	1.252870e-03	1.247710e-05	3	true
356           	smoothSolver	9.769220e-05	8.138640e-06	7	2.227780e-03	2.008470e-04	6	2.050720e-03	1.821820e-04	6	false	GAMG	1.243150e-03	4.707720e-06	4	true
357           	smoothSolver	9.717590e-05	8.099130e-06	7	2.233880e-03	2.018700e-04	6	2.037980e-03	1.813260e-04	6	false	GAMG	1.230880e-03	1.198110e-05	3	true
358           	smoothSolver	9.534960e-05	7.972850e-06	7	2.198360e-03	1.969470e-04	6	2.004820e-03	1.756010e-04	6	false	GAMG	1.217890e-03	4.510320e-06	4	true
359           	smoothSolver	9.495550e-05	7.936400e-06	7	2.203960e-03	1.980430e-04	6	1.999160e-03	1.751720e-04	6	false	GAMG	1.199310e-03	1.168270e-05	3	true
360           	smoothSolver	9.272420e-05	7.787360e-06	7	2.158650e-03	1.935110e-04	6	1.946550e-03	1.690800e-04	6	false	GAMG	1.185670e-03	4.453420e-06	4	true
361           	smoothSolver	9.233560e-05	7.733320e-06	7	2.154220e-03	1.940800e-04	6	1.941690e-03	1.691960e-04	6	false	GAMG	1.167510e-03	1.149830e-05	3	true
362           	smoothSolver	9.057220e-05	7.582060e-06	7	2.113020e-03	1.894910e-04	6	1.904560e-03	1.646590e-04	6	false	GAMG	1.152860e-03	4.534970e-06	4	true
363           	smoothSolver	9.033530e-05	7.594490e-06	7	2.117340e-03	1.906890e-04	6	1.897640e-03	1.653560e-04	6	false	GAMG	1.140670e-03	4.257960e-06	4	true
364           	smoothSolver	8.921030e-05	7.555850e-06	7	2.083530e-03	1.883310e-04	6	1.878660e-03	1.650800e-04	6	false	GAMG	1.130720e-03	4.283030e-06	4	true
365           	smoothSolver	8.889720e-05	7.583630e-06	7	2.067040e-03	1.871750e-04	6	1.868470e-03	1.644760e-04	6	false	GAMG	1.119160e-03	4.254950e-06	4	true
366           	smoothSolver	8.842440e-05	7.674850e-06	7	2.049210e-03	1.877170e-04	6	1.855490e-03	1.651550e-04	6	false	GAMG	1.107860e-03	4.268650e-06	4	true
367           	smoothSolver	8.880030e-05	7.763030e-06	7	2.045360e-03	1.898220e-04	6	1.850180e-03	1.666880e-04	6	false	GAMG	1.094790e-03	4.188050e-06	4	true
368           	smoothSolver	8.917060e-05	7.847320e-06	7	2.043610e-03	1.937720e-04	6	1.850850e-03	1.688340e-04	6	false	GAMG	1.084120e-03	4.228360e-06	4	true
369           	smoothSolver	8.975580e-05	7.969480e-06	7	2.048980e-03	1.978560e-04	6	1.840990e-03	1.695040e-04	6	false	GAMG	1.075950e-03	4.192890e-06	4	true
370           	smoothSolver	9.056720e-05	8.078530e-06	7	2.057900e-03	2.011370e-04	6	1.844200e-03	1.721550e-04	6	false	GAMG	1.071060e-03	4.176830e-06	4	true
371           	smoothSolver	9.090080e-05	8.156820e-06	7	2.066140e-03	2.037720e-04	6	1.831180e-03	1.716680e-04	6	false	GAMG	1.066000e-03	4.079150e-06	4	true
372           	smoothSolver	9.095630e-05	8.220350e-06	7	2.064360e-03	2.056740e-04	6	1.819590e-03	1.726660e-04	6	false	GAMG	1.067510e-03	4.091060e-06	4	true
373           	smoothSolver	9.168780e-05	8.361710e-06	7	2.073940e-03	1.525030e-04	7	1.823680e-03	1.734720e-04	6	false	GAMG	1.073500e-03	4.057890e-06	4	true
374           	smoothSolver	9.278010e-05	8.512670e-06	7	2.098000e-03	1.540490e-04	7	1.845920e-03	1.762410e-04	6	false	GAMG	1.081330e-03	4.031070e-06	4	true
375           	smoothSolver	9.362190e-05	8.672390e-06	7	2.112170e-03	1.559250e-04	7	1.848690e-03	1.783140e-04	6	false	GAMG	1.084980e-03	3.995240e-06	4	true
376           	smoothSolver	9.423720e-05	8.802800e-06	7	2.120750e-03	1.580780e-04	7	1.863410e-03	1.812120e-04	6	false	GAMG	1.091190e-03	4.104420e-06	4	true
377           	smoothSolver	9.507050e-05	8.921070e-06	7	2.138170e-03	1.613210e-04	7	1.881660e-03	1.839920e-04	6	false	GAMG	1.093470e-03	4.159680e-06	4	true
378           	smoothSolver	9.564270e-05	9.031710e-06	7	2.163970e-03	1.656380e-04	7	1.902970e-03	1.882230e-04	6	false	GAMG	1.098190e-03	4.340450e-06	4	true
379           	smoothSolver	9.667200e-05	9.116410e-06	7	2.189540e-03	1.695140e-04	7	1.926260e-03	1.914290e-04	6	false	GAMG	1.099140e-03	4.430240e-06	4	true
380           	smoothSolver	9.739840e-05	9.144050e-06	7	2.204560e-03	1.722190e-04	7	1.948530e-03	1.438160e-04	7	false	GAMG	1.103730e-03	4.619960e-06	4	true
381           	smoothSolver	9.812210e-05	9.159680e-06	7	2.217710e-03	1.741670e-04	7	1.955630e-03	1.443700e-04	7	false	GAMG	1.109530e-03	4.652270e-06	4	true
382           	smoothSolver	9.872030e-05	9.129230e-06	7	2.229110e-03	1.742050e-04	7	1.964580e-03	1.456560e-04	7	false	GAMG	1.120260e-03	4.742420e-06	4	true
383           	smoothSolver	9.997850e-05	9.124180e-06	7	2.249430e-03	1.742770e-04	7	1.983340e-03	1.979900e-04	6	false	GAMG	1.128900e-03	4.717090e-06	4	true
384           	smoothSolver	1.004840e-04	9.087070e-06	7	2.271240e-03	1.747770e-04	7	1.990790e-03	1.482800e-04	7	false	GAMG	1.143810e-03	4.871390e-06	4	true
385           	smoothSolver	1.020650e-04	9.207770e-06	7	2.311120e-03	1.778080e-04	7	2.019750e-03	1.493340e-04	7	false	GAMG	1.160330e-03	4.919020e-06	4	true
386           	smoothSolver	1.041300e-04	9.415890e-06	7	2.370470e-03	1.823290e-04	7	2.052380e-03	1.527610e-04	7	false	GAMG	1.167980e-03	4.916760e-06	4	true
387           	smoothSolver	1.053550e-04	9.540850e-06	7	2.404980e-03	1.845320e-04	7	2.071460e-03	1.543430e-04	7	false	GAMG	1.171430e-03	5.051070e-06	4	true
388           	smoothSolver	1.059780e-04	9.586770e-06	7	2.418420e-03	1.847820e-04	7	2.091420e-03	1.568880e-04	7	false	GAMG	1.177560e-03	5.166170e-06	4	true
389           	smoothSolver	1.072270e-04	9.725590e-06	7	2.434230e-03	1.860180e-04	7	2.103510e-03	1.572500e-04	7	false	GAMG	1.167210e-03	5.065600e-06	4	true
390           	smoothSolver	1.071200e-04	9.815460e-06	7	2.417330e-03	1.852580e-04	7	2.096560e-03	1.582840e-04	7	false	GAMG	1.153950e-03	5.015670e-06	4	true
391           	smoothSolver	1.071190e-04	9.911770e-06	7	2.382510e-03	1.826290e-04	7	2.083710e-03	1.575750e-04	7	false	GAMG	1.133120e-03	4.851930e-06	4	true
392           	smoothSolver	1.063400e-04	9.991610e-06	7	2.335300e-03	1.797350e-04	7	2.062000e-03	1.573080e-04	7	false	GAMG	1.110790e-03	4.687500e-06	4	true
393           	smoothSolver	1.056120e-04	1.004520e-05	7	2.281980e-03	1.756240e-04	7	2.033030e-03	1.563880e-04	7	false	GAMG	1.085150e-03	4.493950e-06	4	true
394           	smoothSolver	1.040730e-04	9.991210e-06	7	2.222420e-03	1.708370e-04	7	1.998270e-03	1.555410e-04	7	false	GAMG	1.059140e-03	4.385440e-06	4	true
395           	smoothSolver	1.031610e-04	9.911240e-06	7	2.179920e-03	1.659210e-04	7	1.960620e-03	1.532640e-04	7	false	GAMG	1.040940e-03	4.254060e-06	4	true
396           	smoothSolver	1.017960e-04	9.828330e-06	7	2.135820e-03	1.606600e-04	7	1.920210e-03	1.506100e-04	7	false	GAMG	1.022670e-03	4.232610e-06	4	true
397           	smoothSolver	1.011330e-04	9.720760e-06	7	2.099040e-03	1.566400e-04	7	1.891620e-03	1.471330e-04	7	false	GAMG	1.012670e-03	4.327300e-06	4	true
398           	smoothSolver	1.002210e-04	9.666200e-06	7	2.077490e-03	1.550970e-04	7	1.869090e-03	1.448910e-04	7	false	GAMG	9.999670e-04	4.419620e-06	4	true
399           	smoothSolver	9.981170e-05	9.661760e-06	7	2.066700e-03	1.550950e-04	7	1.850020e-03	1.436830e-04	7	false	GAMG	9.922270e-04	4.521780e-06	4	true
400           	smoothSolver	9.941600e-05	9.655760e-06	7	2.064620e-03	1.558970e-04	7	1.838780e-03	1.430650e-04	7	false	GAMG	9.795570e-04	4.438190e-06	4	true
401           	smoothSolver	9.772860e-05	9.367450e-06	7	2.045360e-03	1.548020e-04	7	1.821370e-03	1.418630e-04	7	false	GAMG	9.698390e-04	4.355800e-06	4	true
402           	smoothSolver	9.566640e-05	9.075180e-06	7	2.020910e-03	1.525880e-04	7	1.796610e-03	1.402430e-04	7	false	GAMG	9.578260e-04	4.262050e-06	4	true
403           	smoothSolver	9.423860e-05	8.773420e-06	7	2.000390e-03	1.499180e-04	7	1.779420e-03	1.388540e-04	7	false	GAMG	9.499180e-04	4.203120e-06	4	true
404           	smoothSolver	9.207010e-05	8.480990e-06	7	1.966490e-03	1.461940e-04	7	1.753400e-03	1.353610e-04	7	false	GAMG	9.434820e-04	4.120260e-06	4	true
405           	smoothSolver	9.018140e-05	8.228530e-06	7	1.940340e-03	1.424530e-04	7	1.725380e-03	1.313310e-04	7	false	GAMG	9.405720e-04	4.145600e-06	4	true
406           	smoothSolver	8.856910e-05	8.084980e-06	7	1.921490e-03	1.914600e-04	6	1.703310e-03	1.269250e-04	7	false	GAMG	9.379340e-04	4.110150e-06	4	true
407           	smoothSolver	8.742810e-05	7.957020e-06	7	1.919430e-03	1.904330e-04	6	1.679050e-03	1.671080e-04	6	false	GAMG	9.334680e-04	4.004670e-06	4	true
408           	smoothSolver	8.553050e-05	7.824240e-06	7	1.909240e-03	1.903300e-04	6	1.650560e-03	1.636800e-04	6	false	GAMG	9.292780e-04	3.986800e-06	4	true
409           	smoothSolver	8.436720e-05	7.715960e-06	7	1.903410e-03	1.421860e-04	7	1.639840e-03	1.633270e-04	6	false	GAMG	9.282230e-04	3.986870e-06	4	true
410           	smoothSolver	8.366690e-05	7.632480e-06	7	1.900280e-03	1.429260e-04	7	1.637270e-03	1.630840e-04	6	false	GAMG	9.210190e-04	3.925690e-06	4	true
411           	smoothSolver	8.299520e-05	7.438880e-06	7	1.889750e-03	1.428410e-04	7	1.625060e-03	1.621820e-04	6	false	GAMG	9.085720e-04	3.892080e-06	4	true
412           	smoothSolver	8.160800e-05	7.252290e-06	7	1.858460e-03	1.406290e-04	7	1.606790e-03	1.200800e-04	7	false	GAMG	9.051200e-04	3.895840e-06	4	true
413           	smoothSolver	8.107440e-05	7.140140e-06	7	1.847290e-03	1.399700e-04	7	1.592670e-03	1.191630e-04	7	false	GAMG	9.040950e-04	3.877040e-06	4	true
414           	smoothSolver	8.024570e-05	7.114440e-06	7	1.828950e-03	1.387410e-04	7	1.577870e-03	1.176170e-04	7	false	GAMG	8.978180e-04	3.710100e-06	4	true
415           	smoothSolver	7.864060e-05	6.943780e-06	7	1.810510e-03	1.365520e-04	7	1.555830e-03	1.549490e-04	6	false	GAMG	8.968840e-04	3.616980e-06	4	true
416           	smoothSolver	7.687950e-05	6.858800e-06	7	1.776410e-03	1.332860e-04	7	1.536100e-03	1.521970e-04	6	false	GAMG	8.965000e-04	3.505690e-06	4	true
417           	smoothSolver	7.577290e-05	6.770130e-06	7	1.753050e-03	1.312450e-04	7	1.515750e-03	1.494300e-04	6	false	GAMG	8.954380e-04	3.487420e-06	4	true
418           	smoothSolver	7.516750e-05	6.785830e-06	7	1.736250e-03	1.298920e-04	7	1.505000e-03	1.479780e-04	6	false	GAMG	8.946820e-04	3.448570e-06	4	true
419           	smoothSolver	7.481110e-05	6.700890e-06	7	1.728500e-03	1.278850e-04	7	1.493500e-03	1.462870e-04	6	false	GAMG	8.907630e-04	3.448990e-06	4	true
420           	smoothSolver	7.431760e-05	6.679810e-06	7	1.720150e-03	1.718000e-04	6	1.488110e-03	1.446990e-04	6	false	GAMG	8.960060e-04	3.383110e-06	4	true
421           	smoothSolver	7.453490e-05	6.645560e-06	7	1.721440e-03	1.688580e-04	6	1.490250e-03	1.424620e-04	6	false	GAMG	8.903160e-04	3.374360e-06	4	true
422           	smoothSolver	7.406500e-05	6.588350e-06	7	1.715450e-03	1.674110e-04	6	1.489120e-03	1.400350e-04	6	false	GAMG	8.893870e-04	3.298520e-06	4	true
423           	smoothSolver	7.384360e-05	6.537070e-06	7	1.711500e-03	1.654020e-04	6	1.480420e-03	1.383280e-04	6	false	GAMG	8.833360e-04	8.710440e-06	3	true
424           	smoothSolver	7.295940e-05	6.482530e-06	7	1.677580e-03	1.631160e-04	6	1.460450e-03	1.352530e-04	6	false	GAMG	8.767680e-04	3.446240e-06	4	true
425           	smoothSolver	7.289830e-05	6.484580e-06	7	1.692660e-03	1.667180e-04	6	1.466000e-03	1.365260e-04	6	false	GAMG	8.659070e-04	8.382170e-06	3	true
426           	smoothSolver	7.184320e-05	6.437460e-06	7	1.665130e-03	1.652370e-04	6	1.443150e-03	1.334740e-04	6	false	GAMG	8.574950e-04	3.309570e-06	4	true
427           	smoothSolver	7.204310e-05	6.460280e-06	7	1.676990e-03	1.253120e-04	7	1.444940e-03	1.351170e-04	6	false	GAMG	8.480630e-04	8.304180e-06	3	true
428           	smoothSolver	7.139810e-05	6.404930e-06	7	1.654920e-03	1.244260e-04	7	1.425200e-03	1.331570e-04	6	false	GAMG	8.420100e-04	3.290740e-06	4	true
429           	smoothSolver	7.192910e-05	6.386190e-06	7	1.669030e-03	1.266130e-04	7	1.432830e-03	1.354090e-04	6	false	GAMG	8.393750e-04	8.332000e-06	3	true
430           	smoothSolver	7.172680e-05	6.295920e-06	7	1.653190e-03	1.245830e-04	7	1.424760e-03	1.331250e-04	6	false	GAMG	8.407360e-04	3.372950e-06	4	true
431           	smoothSolver	7.262510e-05	6.278660e-06	7	1.677030e-03	1.268310e-04	7	1.446560e-03	1.354410e-04	6	false	GAMG	8.383790e-04	3.126150e-06	4	true
432           	smoothSolver	7.189990e-05	6.163860e-06	7	1.668990e-03	1.260090e-04	7	1.441740e-03	1.348040e-04	6	false	GAMG	8.435720e-04	3.160180e-06	4	true
433           	smoothSolver	7.153760e-05	6.058560e-06	7	1.664030e-03	1.243840e-04	7	1.449690e-03	1.352770e-04	6	false	GAMG	8.474240e-04	3.136300e-06	4	true
434           	smoothSolver	7.141930e-05	6.033030e-06	7	1.667380e-03	1.240850e-04	7	1.452380e-03	1.345620e-04	6	false	GAMG	8.460040e-04	3.103580e-06	4	true
435           	smoothSolver	7.067280e-05	5.949200e-06	7	1.656790e-03	1.227310e-04	7	1.444700e-03	1.348520e-04	6	false	GAMG	8.391150e-04	3.100300e-06	4	true
436           	smoothSolver	6.965650e-05	5.922730e-06	7	1.633020e-03	1.216220e-04	7	1.441160e-03	1.356360e-04	6	false	GAMG	8.343410e-04	3.062160e-06	4	true
437           	smoothSolver	6.928670e-05	5.921480e-06	7	1.616500e-03	1.202200e-04	7	1.434260e-03	1.350140e-04	6	false	GAMG	8.254270e-04	3.011470e-06	4	true
438           	smoothSolver	6.852400e-05	5.919080e-06	7	1.598830e-03	1.197380e-04	7	1.426570e-03	1.345510e-04	6	false	GAMG	8.193330e-04	3.011730e-06	4	true
439           	smoothSolver	6.845950e-05	5.913470e-06	7	1.588050e-03	1.186670e-04	7	1.414950e-03	1.345330e-04	6	false	GAMG	8.089750e-04	8.088820e-06	3	true
440           	smoothSolver	6.757380e-05	5.837590e-06	7	1.561010e-03	1.165070e-04	7	1.393670e-03	1.325320e-04	6	false	GAMG	7.984790e-04	3.286370e-06	4	true
441           	smoothSolver	6.745530e-05	5.827130e-06	7	1.561540e-03	1.171130e-04	7	1.388920e-03	1.338260e-04	6	false	GAMG	7.891740e-04	3.050340e-06	4	true
442           	smoothSolver	6.666450e-05	5.763510e-06	7	1.547180e-03	1.151140e-04	7	1.382050e-03	1.333090e-04	6	false	GAMG	7.812420e-04	3.097080e-06	4	true
443           	smoothSolver	6.615890e-05	5.675030e-06	7	1.530070e-03	1.515590e-04	6	1.365420e-03	1.314700e-04	6	false	GAMG	7.708240e-04	3.080210e-06	4	true
444           	smoothSolver	6.476630e-05	5.530950e-06	7	1.508230e-03	1.487990e-04	6	1.339880e-03	1.285580e-04	6	false	GAMG	7.643420e-04	3.050110e-06	4	true
445           	smoothSolver	6.410490e-05	5.403050e-06	7	1.485380e-03	1.452410e-04	6	1.321320e-03	1.260530e-04	6	false	GAMG	7.570780e-04	2.965930e-06	4	true
446           	smoothSolver	6.319080e-05	5.295680e-06	7	1.465710e-03	1.428050e-04	6	1.306690e-03	1.237850e-04	6	false	GAMG	7.499480e-04	2.941500e-06	4	true
447           	smoothSolver	6.235480e-05	5.166550e-06	7	1.445610e-03	1.391670e-04	6	1.286220e-03	1.208500e-04	6	false	GAMG	7.434450e-04	2.872400e-06	4	true
448           	smoothSolver	6.146810e-05	5.065710e-06	7	1.429260e-03	1.366540e-04	6	1.267650e-03	1.186110e-04	6	false	GAMG	7.411860e-04	2.907860e-06	4	true
449           	smoothSolver	6.118510e-05	5.027880e-06	7	1.422190e-03	1.345010e-04	6	1.260340e-03	1.165140e-04	6	false	GAMG	7.389990e-04	2.858760e-06	4	true
450           	smoothSolver	6.055880e-05	4.971450e-06	7	1.418760e-03	1.334610e-04	6	1.251700e-03	1.147960e-04	6	false	GAMG	7.393440e-04	2.902860e-06	4	true
451           	smoothSolver	6.071010e-05	4.958020e-06	7	1.422090e-03	1.319830e-04	6	1.249160e-03	1.134210e-04	6	false	GAMG	7.417630e-04	7.364320e-06	3	true
452           	smoothSolver	6.014730e-05	4.896950e-06	7	1.408420e-03	1.284000e-04	6	1.234080e-03	1.105470e-04	6	false	GAMG	7.416470e-04	3.180110e-06	4	true
453           	smoothSolver	6.039010e-05	4.908960e-06	7	1.423970e-03	1.301100e-04	6	1.240340e-03	1.102510e-04	6	false	GAMG	7.458230e-04	7.294280e-06	3	true
454           	smoothSolver	5.986780e-05	4.856200e-06	7	1.411710e-03	1.265080e-04	6	1.234080e-03	1.074480e-04	6	false	GAMG	7.451100e-04	3.273880e-06	4	true
455           	smoothSolver	6.065640e-05	4.909730e-06	7	1.428830e-03	1.294430e-04	6	1.243970e-03	1.080960e-04	6	false	GAMG	7.464280e-04	7.246150e-06	3	true
456           	smoothSolver	5.956860e-05	4.792740e-06	7	1.413210e-03	1.259160e-04	6	1.228880e-03	1.051040e-04	6	false	GAMG	7.482360e-04	3.273530e-06	4	true
457           	smoothSolver	6.076980e-05	4.873190e-06	7	1.439600e-03	1.299280e-04	6	1.251640e-03	1.067480e-04	6	false	GAMG	7.512120e-04	7.218890e-06	3	true
458           	smoothSolver	6.072410e-05	4.880390e-06	7	1.425800e-03	1.283180e-04	6	1.251210e-03	1.053930e-04	6	false	GAMG	7.517800e-04	7.494070e-06	3	true
459           	smoothSolver	6.072730e-05	4.855290e-06	7	1.430930e-03	1.291720e-04	6	1.253100e-03	1.055960e-04	6	false	GAMG	7.530930e-04	7.416380e-06	3	true
460           	smoothSolver	6.091890e-05	4.894400e-06	7	1.441410e-03	1.315730e-04	6	1.260330e-03	1.071630e-04	6	false	GAMG	7.572030e-04	7.339540e-06	3	true
461           	smoothSolver	6.166800e-05	4.978540e-06	7	1.458870e-03	1.335530e-04	6	1.274920e-03	1.083510e-04	6	false	GAMG	7.578600e-04	7.220280e-06	3	true
462           	smoothSolver	6.199690e-05	5.072800e-06	7	1.463600e-03	1.360750e-04	6	1.283310e-03	1.098980e-04	6	false	GAMG	7.606830e-04	7.283510e-06	3	true
463           	smoothSolver	6.289930e-05	5.127410e-06	7	1.473820e-03	1.378630e-04	6	1.295470e-03	1.115350e-04	6	false	GAMG	7.634790e-04	7.272490e-06	3	true
464           	smoothSolver	6.279660e-05	5.143320e-06	7	1.471390e-03	1.391880e-04	6	1.295940e-03	1.122110e-04	6	false	GAMG	7.640690e-04	7.241680e-06	3	true
465           	smoothSolver	6.328830e-05	5.200970e-06	7	1.474850e-03	1.399500e-04	6	1.297230e-03	1.126110e-04	6	false	GAMG	7.720300e-04	7.296030e-06	3	true
466           	smoothSolver	6.368370e-05	5.272620e-06	7	1.486810e-03	1.416050e-04	6	1.305450e-03	1.128050e-04	6	false	GAMG	7.741160e-04	7.272440e-06	3	true
467           	smoothSolver	6.439080e-05	5.380940e-06	7	1.493110e-03	1.426440e-04	6	1.306180e-03	1.131640e-04	6	false	GAMG	7.760420e-04	7.335940e-06	3	true
468           	smoothSolver	6.431720e-05	5.429010e-06	7	1.495670e-03	1.429830e-04	6	1.302340e-03	1.129970e-04	6	false	GAMG	7.786640e-04	7.421390e-06	3	true
469           	smoothSolver	6.529410e-05	5.542220e-06	7	1.512460e-03	1.448860e-04	6	1.314370e-03	1.147640e-04	6	false	GAMG	7.810560e-04	7.476040e-06	3	true
